likes,body,time
0,Прощай АлиЭкспресс? 😐,1529482646
0,"Нечего слушать? 
 
Кидай в комментарии свои любимые треки.",1529480500
0,"Анонимно пожалуйста.
Заняла денег человеку, которого знала хорошо, он часть отдал и в назначенное время не возвращает оставшуюся часть денег. Каждый день отмазки. Как выбить деньги свои?",1529480368
0,"То чyвство, когда никто из твоих друзей и знакомых не смотрит футбол..а ты - фанатка ЧМ, но тебе не с кем его обсудить...😢😔",1529480296
0,Поиграем?,1529425995
0,⏰ 21:00 🇷🇺 Россия - Египет 🇪🇬,1529425639
0,"Админ, доброго времени суток. Можно анон. Крик души!!!! Девушки, милые, объясните мне неразумному, почему в каких то важных вопросах в отношениях многие думают не своей головой, а коллективным разумом своих ""подружек""? Кто из вас может доходчиво объяснить данную тему? Админу добра и печенок😎",1529412253
0,"Сегодня меня пытались зазвать в кафе попробовать шаурму, которая, по утверждению хозяина заведения, ""круче секса!"" Суровый уличный маркетинг 😂😂😂",1529412088
0,"Ситуация такая.
Второй день болею, лежу, не до чего.
А муж только кофе пьет тоннами.
Видите ли в доме кушать не чего.
Хотя еда есть. Нам разогреть лень!!!
Мне вот интересно, все мужики ждут пока их накормят? Или сами в состоянии разогреть/приготовить?!
Анонимно плиз.",1529399937
0,Почти все новости о футболе да о футболе... Мне одному на него плевать?🤷🏻‍♂️,1529399804
0,"Пацаны, зaчeм дарить ecли пoтoм отбирать??? Нe в первый paз yжe слышу такое. Пацан должен уметь тратиться нa девушку пpocтo так, а нe с какой-либо личной целью. Хотят подарками купить девушку. ""Я cтoлькo для нee сделал! Я cтoлькo потратил! А она?"" Кaк тaк мoжнo вooбщe говорить, и пpи этoм называть ceбя мужчиной? Paз будешь тaкoe говорить, тo вooбщe лyчшe ничeгo нe делать!",1529398631
0,"Ссори конечно,но бесят бабушки которые возомняют из себя королев....Меня с детства учили здороваться со старшими,но видимо зря.Прохожу,здороваюсь,а они посмотрят на тебя как на кусок г***** и идут дальше.Может я чего то не понимаю?
АНОН",1529398463
